History VAPORIX-Control;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Serial no.;36882;Hardware;2.05;Software;1.43;Protocol;103;Pulse rate;0;Country code;49;PCM;-1;FLG;17
71725;12.03.2024;0;63307;110;119,1;11,9;37;41,5;37,6;110;;;;;
71725;12.03.2024;0;63306;108;119,1;11,8;41;40,7;37,6;108;;;;;
71725;12.03.2024;0;63305;95;119,1;12,2;15;35,5;37,4;95;;;;;
71725;12.03.2024;0;63304;108;119,9;12,3;42;40,4;37,5;108;;;;;
71725;12.03.2024;0;63303;105;119,9;12,4;45;39,4;37,6;105;;;;;
71725;12.03.2024;0;63302;102;119,1;12,9;38;38;37,3;102;;;;;
71725;12.03.2024;0;63301;107;118,8;13;48;40,5;37,7;107;;;;;
71725;12.03.2024;0;63300;108;118,8;12,9;47;40,6;37,7;108;;;;;
71725;12.03.2024;0;63299;100;118,8;13,3;38;31,8;31,7;100;;;;;
71725;12.03.2024;0;63298;103;118,8;13,3;56;38,6;37,5;103;;;;;
71725;12.03.2024;0;63297;103;118,5;13,4;56;39;37,7;103;;;;;
71725;12.03.2024;0;63296;105;118;13,9;33;39,3;37,4;105;;;;;
71725;12.03.2024;0;63295;89;117,1;13,3;21;33,4;37,4;89;;;;;
71725;12.03.2024;0;63294;102;118,6;13,2;47;38,1;37,3;102;;;;;
71725;12.03.2024;0;63293;102;118,4;13,1;53;38;37,3;102;;;;;
71725;12.03.2024;0;63292;109;118,2;12,9;44;41,1;37,6;109;;;;;
71725;12.03.2024;0;63291;105;118,2;12,9;43;39,1;37,3;105;;;;;
71725;12.03.2024;0;63290;106;117,6;13,2;53;39,5;37,4;106;;;;;
71725;12.03.2024;0;63289;113;116,8;13,3;44;41,8;36,9;113;;;;;
71725;12.03.2024;0;63288;112;116,8;13,1;40;41,9;37,2;112;;;;;
71725;12.03.2024;0;63287;92;116,8;12,9;49;25,7;27,9;92;;;;;
71725;12.03.2024;0;63286;108;118,1;13,3;41;40,4;37,5;108;;;;;
71725;12.03.2024;0;63285;103;118,1;13,2;36;39;37,8;103;;;;;
71725;12.03.2024;0;63284;100;117,7;12,9;48;36;35,9;100;;;;;
71725;12.03.2024;0;63283;89;117,5;12,7;52;28,3;31,9;89;;;;;
71725;12.03.2024;0;63282;109;119,1;12,9;44;40,7;37,3;109;;;;;
71725;12.03.2024;0;63281;104;119,1;12,8;44;39,1;37,4;104;;;;;
71725;12.03.2024;0;63280;107;118,4;13;41;40;37,2;107;;;;;
71725;12.03.2024;0;63279;106;118,4;12,6;48;39,7;37,6;106;;;;;
71725;12.03.2024;0;63278;101;117,6;12,3;52;37,9;37,5;101;;;;;
71725;12.03.2024;0;63277;109;117,4;12,4;37;42,1;38,7;109;;;;;
71725;12.03.2024;1;63276;82;117,4;12,1;52;22,2;27,1;82;;;;;
71725;12.03.2024;0;63275;105;120,2;12,1;45;39,3;37,6;105;;;;;
71725;12.03.2024;0;63274;100;119,5;11,7;40;38,1;38;100;;;;;
71725;12.03.2024;0;63273;106;119,6;11,6;49;39,8;37,7;106;;;;;
71725;12.03.2024;0;63272;106;119,6;11,4;44;39,5;37,4;106;;;;;
71725;12.03.2024;0;63271;106;119,6;11,2;40;39,8;37,4;106;;;;;
71725;12.03.2024;0;63270;108;119,6;11;36;40,7;37,6;108;;;;;
71725;12.03.2024;0;63269;105;119,6;9,1;38;39,2;37,5;105;;;;;
71725;12.03.2024;0;63268;102;119;8,2;41;38,2;37,4;102;;;;;
71725;12.03.2024;0;63267;104;118,8;7,8;38;39,4;37,7;104;;;;;
71725;12.03.2024;0;63266;97;118,1;6,7;44;36,4;37,4;97;;;;;
71725;12.03.2024;0;63265;99;118,4;6,1;43;37,2;37,5;99;;;;;
71725;11.03.2024;0;63264;99;118,5;10,6;48;37,2;37,5;99;;;;;
71725;11.03.2024;0;63263;106;118,5;11,6;40;39,4;37,1;106;;;;;
71725;11.03.2024;0;63262;97;118,5;11,6;53;36,6;37,6;97;;;;;
71725;11.03.2024;0;63261;100;118,9;11,8;50;37,6;37,6;100;;;;;
71725;11.03.2024;0;63260;97;118,9;11,7;59;36,6;37,6;97;;;;;
71725;11.03.2024;0;63259;102;119,3;12,1;46;38,1;37,4;102;;;;;
71725;11.03.2024;0;63258;98;119;12;48;36,9;37,6;98;;;;;
71725;11.03.2024;0;63257;113;119,3;12,3;31;42,5;37,7;113;;;;;
71725;11.03.2024;0;63256;96;119,3;12;51;35,7;37,4;96;;;;;
71725;11.03.2024;0;63255;105;120,1;12,2;41;39,4;37,6;105;;;;;
71725;11.03.2024;0;63254;103;119,4;12,4;47;38,3;37,3;103;;;;;
71725;11.03.2024;0;63253;85;118,7;12,4;51;23,9;28,1;85;;;;;
71725;11.03.2024;0;63252;96;120,8;12,6;49;36;37,5;96;;;;;
71725;11.03.2024;0;63251;96;121,3;12,8;50;36,2;37,6;96;;;;;
71725;11.03.2024;0;63250;99;121,9;12,8;46;37,2;37,5;99;;;;;
71725;11.03.2024;0;63249;101;122,1;12,7;50;38,1;37,6;101;;;;;
71725;11.03.2024;0;63248;98;121,8;12,6;55;36,6;37,4;98;;;;;
71725;11.03.2024;0;63247;99;122,2;12,7;54;37,1;37,6;99;;;;;
71725;11.03.2024;0;63246;101;122,3;12,7;51;38,1;37,7;101;;;;;
71725;11.03.2024;0;63245;102;122,2;12,4;49;38,6;37,7;102;;;;;
71725;11.03.2024;0;63244;99;121,9;12,3;44;37,2;37,5;99;;;;;
71725;11.03.2024;0;63243;104;122;12,5;49;38,9;37,5;104;;;;;
71725;11.03.2024;0;63242;103;121,5;12,5;44;38,5;37,3;103;;;;;
71725;11.03.2024;0;63241;101;121,2;12,1;47;38;37,7;101;;;;;
71725;11.03.2024;0;63240;100;121,2;12;35;37,6;37,6;100;;;;;
71725;11.03.2024;0;63239;99;121,1;11,6;51;37;37,5;99;;;;;
71725;11.03.2024;0;63238;108;121,2;11,7;42;40,3;37,3;108;;;;;
71725;11.03.2024;0;63237;106;121,2;11,6;35;39,3;37,1;106;;;;;
71725;11.03.2024;0;63236;100;121,2;11,4;45;37,6;37,6;100;;;;;
71725;11.03.2024;0;63235;103;121,3;11,2;47;38,6;37,6;103;;;;;
71725;11.03.2024;0;63234;103;120,9;11,3;31;38,7;37,5;103;;;;;
71725;11.03.2024;0;63233;92;120,9;11,4;40;29,4;32;92;;;;;
71725;11.03.2024;0;63232;108;122,1;11,3;41;40,4;37,5;108;;;;;
71725;11.03.2024;0;63231;103;122,1;11,2;45;38,6;37,6;103;;;;;
71725;11.03.2024;0;63230;99;121,7;10,9;53;37,1;37,6;99;;;;;
71725;11.03.2024;0;63229;107;122;10,9;36;40,3;37,6;107;;;;;
71725;11.03.2024;0;63228;104;122;10,6;40;39;37,5;104;;;;;
71725;11.03.2024;0;63227;105;122;10,5;45;39,3;37,5;105;;;;;
71725;11.03.2024;0;63226;99;122;10,3;46;35,9;36,4;99;;;;;
71725;11.03.2024;0;63225;105;122,1;10,1;41;39,3;37,6;105;;;;;
71725;11.03.2024;0;63224;107;122,1;10;28;40,2;37,5;107;;;;;
71725;11.03.2024;0;63223;102;122,1;9,6;43;38,5;37,6;102;;;;;
71725;11.03.2024;0;63222;110;121,7;9,7;34;41,2;37,4;110;;;;;
71725;11.03.2024;0;63221;105;121,7;9,3;38;39,3;37,4;105;;;;;
71725;11.03.2024;0;63220;110;121,7;9;38;40,6;37;110;;;;;
71725;11.03.2024;0;63219;104;121,7;8,5;44;38,7;37,4;104;;;;;
71725;11.03.2024;0;63218;103;121,2;8;42;38,8;37,6;103;;;;;
71725;11.03.2024;0;63217;105;120,8;7,3;43;39,5;37,6;105;;;;;
71725;10.03.2024;0;63216;115;120,8;10,3;31;43;37,4;115;;;;;
71725;10.03.2024;0;63215;106;120,8;10,2;41;39,9;37,5;106;;;;;
71725;10.03.2024;0;63214;100;120,8;10,7;35;32,1;32,3;100;;;;;
71725;10.03.2024;0;63213;103;121;10,5;51;38,3;37,3;103;;;;;
71725;10.03.2024;0;63212;110;120,5;11,2;35;41,1;37,4;110;;;;;
71725;10.03.2024;0;63211;103;120,5;11,2;38;34,3;33,3;103;;;;;
71725;10.03.2024;0;63210;108;120;11,5;39;40,5;37,6;108;;;;;
71725;10.03.2024;0;63209;113;120;12,4;30;42,6;37,6;113;;;;;
71725;10.03.2024;0;63208;105;120;12,7;44;39,3;37,5;105;;;;;
71725;10.03.2024;0;63207;102;119,3;13;49;38,5;37,5;102;;;;;
71725;10.03.2024;0;63206;111;118,9;13,2;45;41,5;37,3;111;;;;;
71725;10.03.2024;0;63205;108;118,9;13,3;41;40,6;37,6;108;;;;;
71725;10.03.2024;0;63204;107;118,9;13,4;39;39,9;37,4;107;;;;;
71725;10.03.2024;0;63203;114;118,9;13,5;33;42,6;37,5;114;;;;;
71725;10.03.2024;0;63202;102;118,9;13,6;57;37,8;37,2;102;;;;;
71725;10.03.2024;0;63201;89;118,3;13,4;41;25,2;28,2;89;;;;;
71725;10.03.2024;0;63200;104;119,8;13,7;51;39;37,4;104;;;;;
71725;10.03.2024;0;63199;100;119,2;13,4;50;37,6;37,5;100;;;;;
71725;10.03.2024;0;63198;102;119,3;13,4;52;38,3;37,4;102;;;;;
71725;10.03.2024;0;63197;103;118,9;13,5;50;38,5;37,5;103;;;;;
71725;10.03.2024;0;63196;100;118,4;13,3;53;37,4;37,2;100;;;;;
71725;10.03.2024;0;63195;102;118,5;13,2;49;38,4;37,7;102;;;;;
71725;10.03.2024;0;63194;108;118,2;12,8;41;40,7;37,6;108;;;;;
71725;10.03.2024;1;63193;81;118,2;12,6;26;27,6;33,9;81;;;;;
71725;10.03.2024;0;63192;108;121,1;12,4;44;40,4;37,5;108;;;;;
71725;10.03.2024;0;63191;112;121,1;12;36;42;37,4;112;;;;;
71725;10.03.2024;0;63190;109;121,1;11,7;40;41,1;37,7;109;;;;;
71725;10.03.2024;0;63189;111;121,1;11,5;39;41,5;37,4;111;;;;;
71725;10.03.2024;0;63188;102;121,1;11,3;48;37,9;37,2;102;;;;;
71725;10.03.2024;0;63187;103;120,9;11;51;38,4;37,4;103;;;;;
71725;10.03.2024;0;63186;105;120,4;10,9;41;39,3;37,4;105;;;;;
71725;10.03.2024;0;63185;103;120,4;10,3;38;38,3;37,1;103;;;;;
71725;10.03.2024;0;63184;98;119,9;10,1;31;28,6;29,1;98;;;;;
71725;10.03.2024;0;63183;101;120,2;8,9;46;37,8;37,4;101;;;;;
71725;10.03.2024;0;63182;107;119,9;6,9;31;40;37,5;107;;;;;
71725;10.03.2024;0;63181;104;119,9;6,8;37;38,6;37;104;;;;;
71725;10.03.2024;0;63180;113;119,9;5;26;41,8;37;113;;;;;
71725;10.03.2024;0;63179;113;119,9;4,3;31;42,7;37,7;113;;;;;
71725;09.03.2024;0;63178;104;119,9;9,3;48;38,9;37,3;104;;;;;
71725;09.03.2024;0;63177;106;119,3;9,4;32;36;33,9;106;;;;;
71725;09.03.2024;0;63176;105;118,5;10,3;50;39,3;37,3;105;;;;;
71725;09.03.2024;0;63175;115;117,7;10,5;35;43,1;37,5;115;;;;;
71725;09.03.2024;0;63174;114;117,7;10,9;37;43;37,6;114;;;;;
71725;09.03.2024;0;63173;112;117,7;11,1;38;41,8;37,5;112;;;;;
71725;09.03.2024;0;63172;115;117,7;11,3;37;43,3;37,7;115;;;;;
71725;09.03.2024;0;63171;108;117,7;11,4;52;40,5;37,5;108;;;;;
71725;09.03.2024;0;63170;108;117,7;12;53;39;36,1;108;;;;;
71725;09.03.2024;0;63169;115;117,7;12,4;23;34,3;29,9;115;;;;;
71725;09.03.2024;0;63168;99;117,7;12,2;15;37;37,5;99;;;;;
71725;09.03.2024;0;63167;106;117,9;12;54;40;37,6;106;;;;;
71725;09.03.2024;0;63166;95;117,9;12,7;2;25,5;26,9;95;;;;;
71725;09.03.2024;0;63165;111;118,6;12,2;34;41,9;37,6;111;;;;;
71725;09.03.2024;0;63164;109;118,6;11,9;38;41,1;37,5;109;;;;;
71725;09.03.2024;0;63163;114;118,6;12,3;35;42,5;37,4;114;;;;;
71725;09.03.2024;0;63162;109;118,6;12,9;36;41,1;37,7;109;;;;;
71725;09.03.2024;0;63161;115;118,6;12,9;22;43,2;37,5;115;;;;;
71725;09.03.2024;0;63160;93;118,6;12,9;26;30,2;32,5;93;;;;;
