History VAPORIX-Control;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Serial no.;36882;Hardware;2.05;Software;1.43;Protocol;103;Pulse rate;0;Country code;49;PCM;-1;FLG;17
71725;14.02.2024;26;62558;107;108,9;12,1;54;40,4;37,6;;107;;;;
71725;14.02.2024;26;62557;103;108,1;12,2;38;37,6;36,5;;103;;;;
71725;14.02.2024;26;62556;96;107,5;12,4;54;35,2;36,7;;96;;;;
71725;14.02.2024;26;62555;107;108,1;11,5;42;39,7;37,2;;107;;;;
71725;14.02.2024;26;62554;97;107,1;11,5;53;35;36;;97;;;;
71725;14.02.2024;26;62553;98;107,4;11,1;52;36;36,6;;98;;;;
71725;14.02.2024;26;62552;115;107,8;10,8;25;42,2;36,6;;115;;;;
71725;14.02.2024;26;62551;108;106;10,8;51;39,4;36,5;;108;;;;
71725;14.02.2024;26;62550;71;104,5;9,9;19;21,2;29,8;;71;;;;
71725;14.02.2024;25;62549;104;108,4;9,4;42;38;36,5;;104;;;;
71725;14.02.2024;25;62548;65;107,2;9,3;12;18,8;29;;65;;;;
71725;14.02.2024;24;62547;103;111,8;8,6;12;37,7;36,7;;103;;;;
71725;14.02.2024;24;62546;102;111,4;7,7;23;37,7;37;;102;;;;
71725;14.02.2024;24;62545;105;111,2;7;25;39,2;37,5;;105;;;;
71725;14.02.2024;24;62544;96;110,5;6,5;36;35,1;36,7;;96;;;;
71725;14.02.2024;24;62543;94;110,9;6,1;37;34,7;36,8;;94;;;;
71725;14.02.2024;24;62542;102;111,7;5,7;26;37,6;36,8;;102;;;;
71725;13.02.2024;24;62541;94;111,3;9,8;49;34,6;36,8;;94;;;;
71725;13.02.2024;24;62540;106;112,3;9,8;25;39,4;37,1;;106;;;;
71725;13.02.2024;24;62539;95;111,3;10,3;50;34,9;36,9;;95;;;;
71725;13.02.2024;24;62538;97;112,1;10,6;17;34,8;35,7;;97;;;;
71725;13.02.2024;24;62537;94;112,3;10,6;31;35,1;37,2;;94;;;;
71725;13.02.2024;24;62536;102;113,2;10,5;30;38;37,2;;102;;;;
71725;13.02.2024;24;62535;97;112,7;10,6;31;36,3;37,4;;97;;;;
71725;13.02.2024;24;62534;95;113,1;10,7;34;35,5;37,4;;95;;;;
71725;13.02.2024;24;62533;111;114;10,8;21;41,1;37,2;;111;;;;
71725;13.02.2024;24;62532;106;112,6;10,6;24;39,6;37,2;;106;;;;
71725;13.02.2024;24;62531;106;111,8;11,1;28;39,4;37,3;;106;;;;
71725;13.02.2024;24;62530;84;111,1;11;48;31,2;37;;84;;;;
71725;13.02.2024;23;62529;54;113,2;11,2;20;16,2;29,8;;54;;;;
71725;13.02.2024;22;62528;113;113,2;11;18;42,6;37,7;;113;;;;
71725;13.02.2024;22;62527;109;111,7;10,6;29;40,6;37,1;;109;;;;
71725;13.02.2024;22;62526;115;110,5;10,7;17;43,1;37,4;;115;;;;
71725;13.02.2024;22;62525;86;110,5;10,7;6;31,8;36,9;;86;;;;
71725;13.02.2024;22;62524;108;112,6;10,5;26;40,2;37,2;;108;;;;
71725;13.02.2024;22;62523;113;111,6;10,3;26;42,5;37,6;;113;;;;
71725;13.02.2024;22;62522;93;109,7;10,5;51;34,3;37,1;;93;;;;
71725;13.02.2024;22;62521;99;110,7;10,2;34;36,2;36,7;;99;;;;
71725;13.02.2024;22;62520;104;111,1;10;38;39;37,3;;104;;;;
71725;13.02.2024;22;62519;101;110,5;10,1;50;38,2;37,7;;101;;;;
71725;13.02.2024;22;62518;110;110,4;10,1;31;41,2;37,5;;110;;;;
71725;13.02.2024;22;62517;112;109,3;10,1;29;40,9;36,6;;112;;;;
71725;13.02.2024;22;62516;115;107,9;10;31;41,8;36,5;;115;;;;
71725;13.02.2024;22;62515;106;106,1;9,8;45;39,4;37,2;;106;;;;
71725;13.02.2024;22;62514;66;104,8;10,2;35;19,7;29,7;;66;;;;
71725;13.02.2024;21;62513;101;109,1;9,9;43;37,6;37,3;;101;;;;
71725;13.02.2024;21;62512;108;109,1;9,9;43;39,9;37;;108;;;;
71725;13.02.2024;21;62511;103;108,1;10,3;35;36,7;35,7;;103;;;;
