History VAPORIX-Control;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Serial no.;44535;Hardware;2.06;Software;1.47;Protocol;104;Pulse rate;50;Country code;49;PCM;-1;FLG;17
86916;27.02.2024;0;15990;101;111,6;8,7;48;38;37,8;101;;;;;
86916;27.02.2024;0;15989;102;111,6;8;37;38;37,3;102;;;;;
86916;27.02.2024;0;15988;99;111,4;7,8;44;37,1;37,6;99;;;;;
86916;27.02.2024;0;15987;109;111,6;7,6;34;40,8;37,5;109;;;;;
86916;27.02.2024;0;15986;106;110,4;7,3;33;40;37,7;106;;;;;
86916;27.02.2024;0;15985;96;109,4;7,3;42;36,1;37,8;96;;;;;
86916;27.02.2024;0;15984;102;110;7,2;40;38,6;37,8;102;;;;;
86916;27.02.2024;0;15983;101;109,7;6,5;40;38;37,7;101;;;;;
86916;27.02.2024;0;15982;95;109,6;5,4;200;36;37,7;95;;;;;
86916;27.02.2024;0;15981;103;110,2;5,3;38;38,9;37,6;103;;;;;
86916;26.02.2024;0;15980;106;109,7;6,9;31;40;37,7;106;;;;;
86916;26.02.2024;0;15979;109;109;8;31;40,8;37,5;109;;;;;
86916;26.02.2024;0;15978;102;107,9;7,9;42;38;37,4;102;;;;;
86916;26.02.2024;0;15977;104;107,7;7,8;36;38,7;37,2;104;;;;;
86916;26.02.2024;0;15976;111;107,1;8,6;30;42;37,8;111;;;;;
86916;26.02.2024;0;15975;98;105,7;8,8;44;36,9;37,8;98;;;;;
86916;26.02.2024;0;15974;96;106;8,7;53;36,4;37,8;96;;;;;
86916;26.02.2024;0;15973;97;106,4;8,9;49;36,6;37,8;97;;;;;
86916;26.02.2024;0;15972;98;106,7;8,8;51;36,9;37,6;98;;;;;
86916;26.02.2024;0;15971;102;107,1;8,8;41;38,4;37,5;102;;;;;
86916;26.02.2024;0;15970;91;106,7;8,7;49;26,4;29;91;;;;;
86916;26.02.2024;0;15969;100;107,9;8,7;48;37,3;37,4;100;;;;;
86916;26.02.2024;0;15968;101;108,1;8,3;51;37,9;37,7;101;;;;;
86916;26.02.2024;0;15967;99;107,9;8,2;43;38,5;39;99;;;;;
86916;26.02.2024;0;15966;104;108,2;8;43;39,5;37,8;104;;;;;
86916;26.02.2024;0;15965;103;107,7;7,8;39;38,9;37,7;103;;;;;
86916;26.02.2024;0;15964;98;107,2;7,7;43;36,9;37,5;98;;;;;
86916;26.02.2024;0;15963;106;107,5;7,7;36;39,7;37,4;106;;;;;
86916;26.02.2024;0;15962;104;106,7;7,5;38;39;37,6;104;;;;;
86916;26.02.2024;0;15961;102;106,3;7,4;39;38,2;37,5;102;;;;;
86916;26.02.2024;0;15960;114;106;7,6;25;42,7;37,5;114;;;;;
86916;26.02.2024;0;15959;101;104,2;7,4;45;38,7;38,2;101;;;;;
86916;26.02.2024;0;15958;89;103,8;5,9;34;33,2;37,2;89;;;;;
86916;26.02.2024;0;15957;95;105;6,1;38;35,8;37,5;95;;;;;
86916;26.02.2024;0;15956;109;105,9;6,8;34;41,2;37,8;109;;;;;
86916;26.02.2024;0;15955;98;104,7;5,4;46;36,9;37,6;98;;;;;
86916;26.02.2024;1;15954;156;104,9;5,4;45;58,7;37,7;156;;;;;
86916;26.02.2024;0;15953;97;104,9;4,4;43;36,6;37,6;97;;;;;
86916;26.02.2024;0;15952;106;105,5;3,9;29;39,9;37,6;106;;;;;
86916;26.02.2024;0;15951;99;104,7;1,2;28;37,2;37,6;99;;;;;
86916;25.02.2024;0;15950;100;104,8;10,2;39;36,8;36,9;100;;;;;
86916;25.02.2024;0;15949;96;104,8;10,3;49;35,6;37,3;96;;;;;
86916;25.02.2024;0;15948;93;105,2;10,1;51;35,3;37,7;93;;;;;
86916;25.02.2024;0;15947;104;106,1;10,3;50;39,6;38;104;;;;;
86916;25.02.2024;0;15946;108;105,8;10,3;34;41,1;37,9;108;;;;;
86916;25.02.2024;0;15945;86;104,5;10,3;34;27,9;32,3;86;;;;;
86916;25.02.2024;0;15944;105;106,3;9,9;46;39,6;37,6;105;;;;;
86916;25.02.2024;0;15943;95;105,4;9,7;50;35,5;37,6;95;;;;;
86916;25.02.2024;0;15942;105;106,2;9,9;42;39,1;37,4;105;;;;;
86916;25.02.2024;0;15941;96;105,5;9,3;53;28,9;30,2;96;;;;;
86916;25.02.2024;0;15940;97;106;9,6;54;37,2;38,2;97;;;;;
86916;25.02.2024;0;15939;101;106,3;9,5;42;38,8;38,6;101;;;;;
86916;25.02.2024;0;15938;95;106,2;9,7;49;33,8;35,5;95;;;;;
86916;25.02.2024;0;15937;104;106,9;9,7;48;39,2;37,6;104;;;;;
86916;25.02.2024;0;15936;108;106,5;9,8;43;34,4;31,8;108;;;;;
86916;25.02.2024;0;15935;99;105,4;9,8;48;37,3;37,8;99;;;;;
86916;25.02.2024;0;15934;105;105,6;9,8;42;39,3;37,3;105;;;;;
86916;25.02.2024;0;15933;91;104,7;9,5;28;34,2;37,7;91;;;;;
86916;25.02.2024;0;15932;101;105,8;9,1;49;38,5;38,2;101;;;;;
86916;25.02.2024;0;15931;103;105,8;8,6;43;38,6;37,4;103;;;;;
86916;25.02.2024;0;15930;94;105,2;7,8;47;35,2;37,6;94;;;;;
86916;25.02.2024;0;15929;99;105,9;7,7;45;37,5;38;99;;;;;
86916;25.02.2024;0;15928;95;106,1;7,3;51;35,9;37,6;95;;;;;
86916;25.02.2024;0;15927;98;106,6;6,9;45;37,3;37,8;98;;;;;
86916;25.02.2024;0;15926;103;106,9;6,9;47;38,9;37,7;103;;;;;
86916;25.02.2024;0;15925;106;106,4;6,5;31;28,4;26,8;106;;;;;
86916;25.02.2024;0;15924;110;105,9;5,4;33;41,6;37,7;110;;;;;
86916;25.02.2024;0;15923;107;104,6;4,7;39;40,3;37,7;107;;;;;
86916;24.02.2024;0;15922;102;103,7;9,5;54;38,5;37,9;102;;;;;
86916;24.02.2024;0;15921;100;103,5;9,5;51;37,7;37,5;100;;;;;
86916;24.02.2024;0;15920;106;103,6;10,6;48;42,8;40,5;106;;;;;
86916;24.02.2024;0;15919;96;102,8;10,8;52;35,8;37,1;96;;;;;
86916;24.02.2024;0;15918;98;103,3;10,7;54;36,8;37,7;98;;;;;
86916;24.02.2024;0;15917;95;103,5;10,6;59;35,7;37,5;95;;;;;
86916;24.02.2024;0;15916;96;104,2;10,3;59;36,2;37,7;96;;;;;
86916;24.02.2024;0;15915;98;104,6;10,1;55;37;37,7;98;;;;;
86916;24.02.2024;0;15914;99;104,7;10;55;35,8;36,2;99;;;;;
86916;24.02.2024;0;15913;100;104,8;10,4;53;37,4;37,2;100;;;;;
86916;24.02.2024;0;15912;104;104,8;10,6;43;30;28,9;104;;;;;
86916;24.02.2024;0;15911;101;104,3;10,2;52;38;37,5;101;;;;;
86916;24.02.2024;0;15910;102;104,1;10,9;48;38,4;37,8;102;;;;;
86916;24.02.2024;0;15909;108;104;11,1;35;41,3;38,3;108;;;;;
86916;24.02.2024;0;15908;95;103;11,3;22;35,4;37,4;95;;;;;
86916;24.02.2024;0;15907;103;103,8;11,2;39;38,4;37,2;103;;;;;
86916;24.02.2024;0;15906;97;103,4;10,6;54;36,5;37,7;97;;;;;
86916;24.02.2024;0;15905;96;103,7;10,6;52;36,1;37,6;96;;;;;
86916;24.02.2024;0;15904;104;104,2;10,6;41;38,6;37,3;104;;;;;
86916;24.02.2024;0;15903;100;103,7;10,2;47;37,3;37,4;100;;;;;
86916;24.02.2024;0;15902;97;103,7;9,8;50;36,6;37,6;97;;;;;
86916;24.02.2024;0;15901;101;104;9,9;41;28;27,8;101;;;;;
86916;24.02.2024;0;15900;104;104;9,1;47;39,2;37,8;104;;;;;
86916;24.02.2024;0;15899;98;103,5;8,3;54;37;37,8;98;;;;;
86916;24.02.2024;0;15898;97;103,7;7,8;52;36,5;37,6;97;;;;;
86916;24.02.2024;0;15897;105;104,2;7,6;41;39,6;37,6;105;;;;;
86916;23.02.2024;0;15896;98;103,5;10,4;53;36,8;37,6;98;;;;;
86916;23.02.2024;0;15895;101;103,7;10,5;54;38,2;37,9;101;;;;;
86916;23.02.2024;0;15894;107;103,7;10,5;47;40,1;37,6;107;;;;;
86916;23.02.2024;0;15893;102;102,8;10,7;46;38,4;37,4;102;;;;;
86916;23.02.2024;0;15892;96;102,3;10,8;50;36;37,4;96;;;;;
86916;23.02.2024;0;15891;97;102,8;11,1;56;36,4;37,5;97;;;;;
86916;23.02.2024;0;15890;99;103,2;11,3;54;37,6;37,8;99;;;;;
86916;23.02.2024;0;15889;106;103,3;11,3;47;39,5;37,2;106;;;;;
86916;23.02.2024;0;15888;99;102,5;11,1;54;37,2;37,6;99;;;;;
86916;23.02.2024;0;15887;106;102,7;11,3;48;39,4;37,3;106;;;;;
86916;23.02.2024;0;15886;100;102;11,2;51;37,8;37,6;100;;;;;
86916;23.02.2024;0;15885;97;102;10,9;52;33,1;34,1;97;;;;;
86916;23.02.2024;0;15884;102;102,4;11,1;48;37,9;37,3;102;;;;;
86916;23.02.2024;0;15883;104;102,2;11;47;38,9;37,4;104;;;;;
86916;23.02.2024;0;15882;98;101,6;11,1;47;35,9;36,8;98;;;;;
86916;23.02.2024;0;15881;101;101,9;10,6;48;37,9;37,6;101;;;;;
86916;23.02.2024;0;15880;89;101,7;11;44;24,7;27,7;89;;;;;
86916;23.02.2024;0;15879;88;102,9;11;34;32,5;37;88;;;;;
86916;23.02.2024;0;15878;101;104,6;10,7;48;38,1;37,7;101;;;;;
86916;23.02.2024;0;15877;102;104,6;10,3;48;40,1;39,2;102;;;;;
86916;23.02.2024;0;15876;102;104,3;10,4;45;38,1;37,4;102;;;;;
86916;23.02.2024;0;15875;100;104;10,2;54;37,7;37,6;100;;;;;
86916;23.02.2024;0;15874;105;104;10,3;50;39,3;37,4;105;;;;;
86916;23.02.2024;0;15873;96;103,3;10,2;18;35,6;37;96;;;;;
86916;23.02.2024;0;15872;99;103,8;9,9;49;36,9;37,4;99;;;;;
86916;23.02.2024;0;15871;101;103,9;9,9;49;37,7;37,4;101;;;;;
86916;23.02.2024;0;15870;105;103,8;9,7;46;39,4;37,7;105;;;;;
86916;23.02.2024;0;15869;97;103,2;9,4;52;36,5;37,5;97;;;;;
86916;23.02.2024;0;15868;102;103,7;9,3;50;38,1;37,5;102;;;;;
86916;23.02.2024;0;15867;102;103,5;9,3;44;38,1;37,4;102;;;;;
86916;23.02.2024;0;15866;99;103,3;8,8;53;37,7;38;99;;;;;
86916;23.02.2024;0;15865;104;103,5;8,8;48;40,1;38,7;104;;;;;
86916;23.02.2024;0;15864;103;103;8,7;43;38,6;37,4;103;;;;;
86916;23.02.2024;0;15863;103;102,7;8,3;43;38,7;37,7;103;;;;;
86916;23.02.2024;0;15862;100;102,4;7,7;49;37,6;37,5;100;;;;;
86916;23.02.2024;0;15861;102;102,4;7,4;48;38,2;37,4;102;;;;;
86916;23.02.2024;0;15860;102;102,2;6,9;45;38,1;37,3;102;;;;;
86916;23.02.2024;0;15859;106;102;6,9;46;39,5;37,2;106;;;;;
86916;22.02.2024;0;15858;103;101,3;12,2;36;29;28,3;103;;;;;
86916;22.02.2024;0;15857;100;101;11,8;16;37,4;37,5;100;;;;;
86916;22.02.2024;0;15856;90;100,8;11,8;36;34,5;38,3;90;;;;;
86916;22.02.2024;0;15855;109;102,2;12,1;52;40,6;37,4;109;;;;;
86916;22.02.2024;0;15854;103;101,1;11,9;45;38,7;37,4;103;;;;;
86916;22.02.2024;0;15853;96;100,7;12,3;50;36,2;37,7;96;;;;;
86916;22.02.2024;0;15852;98;101,2;11,7;54;36,6;37,4;98;;;;;
86916;22.02.2024;0;15851;102;101,5;11,7;56;38,7;37,8;102;;;;;
86916;22.02.2024;0;15850;91;101,1;11,7;55;33,9;37,4;91;;;;;
86916;22.02.2024;0;15849;98;102,3;12,5;60;26,7;27,2;98;;;;;
86916;22.02.2024;0;15848;102;102,6;12,6;56;37,1;36,5;102;;;;;
86916;22.02.2024;0;15847;102;102,4;12,6;52;38,6;37,6;102;;;;;
86916;22.02.2024;0;15846;100;102,2;12,3;50;37,4;37,5;100;;;;;
86916;22.02.2024;0;15845;100;102,2;12;56;37,7;37,6;100;;;;;
86916;22.02.2024;0;15844;100;102,3;12,4;49;36,6;36,7;100;;;;;
86916;22.02.2024;0;15843;102;102,3;11,8;55;38,6;37,7;102;;;;;
