History VAPORIX-Control;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Serial no.;39905;Hardware;2.05;Software;1.44;Protocol;103;Pulse rate;50;Country code;49;PCM;-1;FLG;17
77723;18.04.2024;14;19925;96;120,2;11,3;26;32,4;33,7;;96;;;;
77723;18.04.2024;14;19924;113;120,7;11,2;13;37;32,8;;113;;;;
77723;18.04.2024;14;19923;107;120,7;9,2;23;35,8;33,4;;107;;;;
77723;18.04.2024;14;19922;103;120,7;8,3;28;35,9;34,9;;103;;;;
77723;17.04.2024;14;19921;106;120,3;10,3;22;34,9;33,1;;106;;;;
77723;17.04.2024;14;19920;95;120,3;11,6;47;30,4;32;;95;;;;
77723;17.04.2024;14;19919;104;121;12,1;22;32,1;31;;104;;;;
77723;17.04.2024;14;19918;113;120,5;12,4;13;38,1;33,7;;113;;;;
77723;17.04.2024;14;19917;98;120,5;12,9;12;32,2;32,9;;98;;;;
77723;17.04.2024;14;19916;103;120,8;12,2;22;36,1;34,9;;103;;;;
77723;17.04.2024;14;19915;99;120,3;11,8;30;33,4;33,8;;99;;;;
77723;17.04.2024;14;19914;111;120,5;11,8;15;37,1;33,5;;111;;;;
77723;17.04.2024;14;19913;100;120,5;11,7;30;33,5;33,7;;100;;;;
77723;17.04.2024;14;19912;105;120,6;11,9;17;34,3;32,6;;105;;;;
77723;17.04.2024;14;19911;113;120,6;12,7;18;37,2;33;;113;;;;
77723;17.04.2024;14;19910;108;120,6;12,3;23;36,4;33,9;;108;;;;
77723;17.04.2024;14;19909;104;120,6;11,2;21;36,8;35,3;;104;;;;
77723;17.04.2024;14;19908;98;120,6;13,2;34;34,1;34,9;;98;;;;
77723;17.04.2024;14;19907;111;121;12;12;36,6;32,8;;111;;;;
77723;17.04.2024;14;19906;106;121;11,2;17;37,5;35,3;;106;;;;
77723;17.04.2024;14;19905;103;121;12;21;33,9;33;;103;;;;
77723;17.04.2024;14;19904;101;120,5;12;24;34,4;34;;101;;;;
77723;17.04.2024;14;19903;103;120,3;11,7;30;34,5;33,6;;103;;;;
77723;17.04.2024;14;19902;108;119,8;11,6;14;37,4;34,5;;108;;;;
77723;17.04.2024;14;19901;109;119,8;11,5;21;36,6;33,5;;109;;;;
77723;17.04.2024;14;19900;107;119,8;10,9;23;36,2;33,9;;107;;;;
77723;17.04.2024;14;19899;102;119,8;10,2;26;34,5;33,7;;102;;;;
